rep_unit_2024,pop_per_sq_mi,pop,pop_hisp,pop_white,pop_black,pop_asian,pop_aian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_asian,vap_aian,vap_nhpi,vap_other,vap_two
MILWAUKEE - CITY OF GREENFIELD WARD 11,8018.024450331127,2007,207,1532,141,81,23,0,15,8,1767,143,1407,111,69,20,0,14,3
MILWAUKEE - CITY OF GREENFIELD WARD 12,1737.1532274359874,1043,116,806,37,47,12,0,23,2,831,74,676,23,33,8,0,17,0
MILWAUKEE - CITY OF GREENFIELD WARD 13,2430.4689269963046,1792,109,1551,54,48,18,2,5,5,1542,87,1357,37,36,18,1,5,1
MILWAUKEE - CITY OF GREENFIELD WARD 14,1778.5779949109644,1697,131,1318,103,112,19,2,12,0,1506,106,1186,83,99,19,1,12,0
MILWAUKEE - CITY OF GREENFIELD WARD 15,2275.913390745488,2030,148,1622,52,154,30,0,14,10,1623,78,1377,32,93,25,0,11,7
MILWAUKEE - CITY OF GREENFIELD WARD 16,2112.0994354346817,2111,163,1662,81,169,15,3,12,6,1739,112,1416,59,125,14,3,6,4
MILWAUKEE - CITY OF GREENFIELD WARD 17,3104.6270139781973,1158,162,868,49,46,19,1,7,6,997,122,781,34,31,18,1,4,6
MILWAUKEE - CITY OF GREENFIELD WARD 18,6880.29975598479,1886,388,1247,94,95,34,0,20,8,1496,254,1052,69,78,25,0,13,5
MILWAUKEE - CITY OF GREENFIELD WARD 19,5807.2568793874225,1792,324,1201,83,115,35,1,22,11,1454,235,1048,52,73,23,1,17,5
MILWAUKEE - CITY OF GREENFIELD WARD 2,4955.894419925575,1926,304,1381,100,87,30,2,16,6,1564,185,1191,81,63,24,2,14,4
MILWAUKEE - CITY OF GREENFIELD WARD 20,3081.3465112615186,692,93,506,28,42,11,0,10,2,532,52,416,18,27,10,0,7,2
MILWAUKEE - CITY OF GREENFIELD WARD 21,3580.023802978104,1802,163,1258,84,253,31,1,7,5,1552,139,1124,71,185,23,1,6,3
MILWAUKEE - CITY OF GREENFIELD WARD 22,2326.416003590291,1537,256,1036,64,115,26,4,24,12,1217,173,857,43,89,21,2,22,10
MILWAUKEE - CITY OF GREENFIELD WARD 23,5151.534357176005,2048,129,1645,66,180,17,1,6,4,1820,92,1532,48,126,12,1,6,3
MILWAUKEE - CITY OF GREENFIELD WARD 24,3751.555003246004,2088,280,1546,47,147,37,5,16,10,1679,196,1313,26,89,32,5,12,6
MILWAUKEE - CITY OF GREENFIELD WARD 25,5007.853539624675,1703,290,1012,129,231,18,1,19,3,1312,204,840,83,159,11,1,11,3
MILWAUKEE - CITY OF GREENFIELD WARD 26,2225.4022631795488,248,75,154,11,5,0,1,2,0,194,49,133,5,5,0,1,1,0
MILWAUKEE - CITY OF GREENFIELD WARD 3,4135.304364744906,1879,424,1074,186,145,36,1,9,4,1507,282,933,149,105,26,1,9,2
MILWAUKEE - CITY OF GREENFIELD WARD 4,2735.1892469229715,1857,453,1045,152,142,26,1,33,5,1497,279,942,127,93,23,1,29,3
MILWAUKEE - CITY OF GREENFIELD WARD 5,3679.635829725299,58,9,35,4,5,3,0,2,0,48,3,33,4,3,3,0,2,0
MILWAUKEE - CITY OF GREENFIELD WARD 6,4692.448699091417,84,20,52,5,4,0,0,1,2,62,12,42,4,3,0,0,0,1
MILWAUKEE - CITY OF GREENFIELD WARD 7,9041.217850237272,10,3,6,0,1,0,0,0,0,9,3,6,0,0,0,0,0,0
MILWAUKEE - CITY OF GREENFIELD WARD 8,3394.4636809612666,1858,315,1265,156,65,28,0,17,12,1490,209,1084,110,51,21,0,8,7
MILWAUKEE - CITY OF GREENFIELD WARD 9,2594.355741302126,1566,181,1211,51,81,26,0,11,5,1298,101,1059,39,64,23,0,9,3
MILWAUKEE - CITY OF MILWAUKEE WARD 1,1241.4923448307154,3634,537,483,2370,161,27,0,23,33,2499,342,423,1582,105,14,0,18,15
MILWAUKEE - CITY OF MILWAUKEE WARD 10,5674.776607310692,2420,114,679,1072,494,12,0,17,32,1779,78,615,769,284,9,0,4,20
MILWAUKEE - CITY OF MILWAUKEE WARD 100,9161.134359662869,1212,45,72,1042,36,1,0,9,7,825,34,64,690,23,1,0,7,6
MILWAUKEE - CITY OF MILWAUKEE WARD 101,10908.360417081298,2594,98,64,2350,12,8,0,27,35,1824,71,58,1640,8,5,0,22,20
MILWAUKEE - CITY OF MILWAUKEE WARD 102,4602.619257785538,1149,36,17,1058,5,4,2,9,18,798,18,14,749,0,0,2,4,11
MILWAUKEE - CITY OF MILWAUKEE WARD 103,3658.75881692927,1425,40,35,1324,2,1,0,8,15,1009,26,35,929,1,1,0,8,9
MILWAUKEE - CITY OF MILWAUKEE WARD 104,11905.795241008089,2097,42,18,1997,11,5,1,2,21,1544,27,18,1469,5,4,0,2,19
MILWAUKEE - CITY OF MILWAUKEE WARD 105,11084.981393078731,1924,41,33,1805,15,11,0,7,12,1299,27,25,1212,10,11,0,7,7
MILWAUKEE - CITY OF MILWAUKEE WARD 106,9718.170033368477,1514,57,18,1395,20,3,0,11,10,979,39,13,901,9,3,0,6,8
MILWAUKEE - CITY OF MILWAUKEE WARD 107,11870.12530908684,1316,77,21,1186,4,3,0,15,10,896,52,18,806,4,1,0,8,7
MILWAUKEE - CITY OF MILWAUKEE WARD 108,9474.473662161798,1448,36,20,1359,7,4,2,5,15,1004,23,20,939,5,3,0,4,10
MILWAUKEE - CITY OF MILWAUKEE WARD 109,5018.597093447999,1369,39,10,1288,7,7,0,7,11,974,34,8,915,7,4,0,1,5
MILWAUKEE - CITY OF MILWAUKEE WARD 11,6648.379904160798,2199,140,395,1155,464,7,0,9,29,1644,107,360,865,277,7,0,6,22
MILWAUKEE - CITY OF MILWAUKEE WARD 110,10784.659419860858,1122,26,17,1067,3,0,0,0,9,802,11,14,771,1,0,0,0,5
MILWAUKEE - CITY OF MILWAUKEE WARD 111,11803.58202999742,2032,45,35,1893,13,9,2,10,25,1412,22,28,1329,9,1,2,8,13
MILWAUKEE - CITY OF MILWAUKEE WARD 112,10968.049352384924,1243,56,24,1149,0,2,0,1,11,831,35,24,760,0,1,0,1,10
MILWAUKEE - CITY OF MILWAUKEE WARD 113,8901.56620893266,1215,39,27,1122,2,8,0,2,15,794,29,22,724,0,7,0,2,10
MILWAUKEE - CITY OF MILWAUKEE WARD 114,6163.234749999218,1026,55,27,928,9,0,0,3,4,720,39,21,649,7,0,0,0,4
MILWAUKEE - CITY OF MILWAUKEE WARD 115,8086.85134487132,1512,85,46,1340,14,6,1,5,15,1046,46,34,942,9,3,0,5,7
MILWAUKEE - CITY OF MILWAUKEE WARD 116,9711.37791829042,1521,171,89,1212,4,9,0,11,25,1032,114,88,791,4,6,0,9,20
MILWAUKEE - CITY OF MILWAUKEE WARD 117,6597.540149266363,1627,84,69,1424,3,11,1,11,24,1112,46,53,977,2,9,1,9,15
MILWAUKEE - CITY OF MILWAUKEE WARD 118,9602.225967512468,1860,207,170,1422,8,13,0,4,36,1236,133,135,942,7,1,0,3,15
MILWAUKEE - CITY OF MILWAUKEE WARD 119,12257.30428480463,2417,385,875,1043,24,41,0,28,21,1833,257,792,684,20,34,0,26,20
MILWAUKEE - CITY OF MILWAUKEE WARD 12,4513.412627821414,2123,79,221,1195,582,5,0,8,33,1372,41,187,772,351,2,0,5,14
MILWAUKEE - CITY OF MILWAUKEE WARD 120,1717.1087023641533,1166,95,429,536,68,1,3,9,25,1025,68,421,448,65,0,0,9,14
MILWAUKEE - CITY OF MILWAUKEE WARD 121,10989.440243151486,1394,196,965,130,39,19,4,26,15,1188,133,883,95,33,16,0,17,11
MILWAUKEE - CITY OF MILWAUKEE WARD 122,7034.572981496905,1220,76,732,343,31,10,0,18,10,1109,64,690,295,27,9,0,14,10
MILWAUKEE - CITY OF MILWAUKEE WARD 123,12233.0308115155,2859,202,2250,135,149,16,6,89,12,2657,166,2137,104,131,15,5,87,12
MILWAUKEE - CITY OF MILWAUKEE WARD 124,12189.770742246932,2862,185,2258,178,145,35,0,47,14,2664,172,2141,139,136,31,0,31,14
MILWAUKEE - CITY OF MILWAUKEE WARD 125,12781.467081425615,1725,91,1409,77,103,13,0,28,4,1488,66,1228,72,88,13,0,18,3
MILWAUKEE - CITY OF MILWAUKEE WARD 126,15914.010482828313,2188,126,1766,21,36,0,8,221,10,2159,125,1756,9,31,0,8,221,9
MILWAUKEE - CITY OF MILWAUKEE WARD 127,6587.871820979877,1731,87,1442,63,80,14,0,32,13,1406,68,1186,51,60,4,0,30,7
MILWAUKEE - CITY OF MILWAUKEE WARD 128,4395.777318350697,2352,102,2000,126,68,14,0,37,5,2055,73,1776,117,45,13,0,28,3
MILWAUKEE - CITY OF MILWAUKEE WARD 129,22930.486187259652,1404,104,1102,88,68,14,3,10,15,1323,96,1047,81,64,14,2,5,14
MILWAUKEE - CITY OF MILWAUKEE WARD 13,978.2000335208176,1083,27,231,586,219,5,0,8,7,778,19,207,407,129,5,0,7,4
MILWAUKEE - CITY OF MILWAUKEE WARD 130,29799.63905260911,1717,159,1214,151,155,1,0,26,11,1642,149,1186,130,146,0,0,25,6
MILWAUKEE - CITY OF MILWAUKEE WARD 131,17849.921484787992,2105,143,1423,231,242,31,6,15,14,1995,138,1369,203,226,30,6,14,9
MILWAUKEE - CITY OF MILWAUKEE WARD 132,11572.559672762323,1561,119,1205,116,83,10,3,15,10,1444,110,1135,96,72,9,3,11,8
MILWAUKEE - CITY OF MILWAUKEE WARD 133,8438.885230360012,1383,88,1082,92,38,13,0,62,8,1314,78,1048,78,29,13,0,62,6
MILWAUKEE - CITY OF MILWAUKEE WARD 134,16293.337761387707,1549,156,1135,161,24,18,1,43,11,1384,130,1052,118,24,13,1,37,9
MILWAUKEE - CITY OF MILWAUKEE WARD 135,10807.237590835624,2892,428,1410,903,56,26,1,31,37,2375,304,1297,660,35,24,1,26,28
MILWAUKEE - CITY OF MILWAUKEE WARD 136,11874.747581535255,965,144,126,670,1,1,0,7,16,688,104,109,456,1,1,0,4,13
MILWAUKEE - CITY OF MILWAUKEE WARD 137,8359.034394341406,1301,79,122,1038,15,5,1,14,27,942,43,101,765,7,3,1,5,17
MILWAUKEE - CITY OF MILWAUKEE WARD 138,4085.010964411762,1361,82,99,1119,9,14,0,10,28,1001,47,92,824,2,14,0,4,18
MILWAUKEE - CITY OF MILWAUKEE WARD 139,6970.37602348234,1084,51,42,945,9,3,0,15,19,723,24,32,631,4,3,0,15,14
MILWAUKEE - CITY OF MILWAUKEE WARD 14,4665.987686434775,2214,86,183,1880,38,6,0,4,17,1591,55,171,1324,22,2,0,3,14
MILWAUKEE - CITY OF MILWAUKEE WARD 140,4838.433106236394,1741,52,33,1614,13,6,0,8,15,1223,30,23,1142,9,5,0,2,12
MILWAUKEE - CITY OF MILWAUKEE WARD 141,6500.292561803214,1061,96,762,102,80,6,0,13,2,993,79,738,82,75,4,0,13,2
MILWAUKEE - CITY OF MILWAUKEE WARD 142,8433.160505320524,1310,43,65,1171,4,3,0,5,19,834,18,47,748,4,3,0,2,12
MILWAUKEE - CITY OF MILWAUKEE WARD 143,10244.204632840776,1555,42,58,1411,9,6,0,7,22,1004,17,57,906,3,6,0,5,10
MILWAUKEE - CITY OF MILWAUKEE WARD 144,8243.553130407749,1718,79,27,1563,13,4,2,7,23,1155,56,18,1036,12,4,2,7,20
MILWAUKEE - CITY OF MILWAUKEE WARD 145,5002.671058278887,1622,96,40,1401,69,3,2,2,9,1112,64,33,969,33,2,2,2,7
MILWAUKEE - CITY OF MILWAUKEE WARD 146,10173.315912991067,1862,83,34,1259,440,14,0,14,18,1130,40,31,793,244,5,0,12,5
MILWAUKEE - CITY OF MILWAUKEE WARD 147,6007.152199587732,1137,51,46,1009,17,1,0,4,9,829,34,44,731,11,0,0,4,5
MILWAUKEE - CITY OF MILWAUKEE WARD 148,6320.59407089384,1228,116,6,1039,36,0,1,7,23,793,74,4,672,24,0,1,6,12
MILWAUKEE - CITY OF MILWAUKEE WARD 149,11621.283896681292,1489,56,56,1325,7,4,0,16,25,1047,26,52,937,1,3,0,12,16
MILWAUKEE - CITY OF MILWAUKEE WARD 15,2649.368619322861,1340,144,522,416,201,11,3,13,30,1015,87,436,339,111,9,3,11,19
MILWAUKEE - CITY OF MILWAUKEE WARD 150,10873.312202399467,1393,51,56,1229,25,3,0,5,24,930,32,45,823,15,2,0,4,9
MILWAUKEE - CITY OF MILWAUKEE WARD 151,11370.434984708549,1773,45,34,1534,116,9,2,9,24,1080,27,34,909,75,4,2,7,22
MILWAUKEE - CITY OF MILWAUKEE WARD 152,14189.897225849456,2042,68,104,1760,83,7,0,6,14,1263,38,78,1074,53,5,0,3,12
MILWAUKEE - CITY OF MILWAUKEE WARD 153,10503.910765130637,1001,61,340,541,30,9,0,9,11,745,39,299,362,26,9,0,5,5
MILWAUKEE - CITY OF MILWAUKEE WARD 154,12073.95435128832,1650,111,133,1306,66,9,1,12,12,1010,56,97,803,36,6,1,6,5
MILWAUKEE - CITY OF MILWAUKEE WARD 155,13708.512367229658,1754,92,135,1447,36,10,0,2,32,1105,52,110,891,34,3,0,2,13
MILWAUKEE - CITY OF MILWAUKEE WARD 156,3636.030813470118,1445,67,1163,78,103,19,0,15,0,1409,62,1145,74,96,18,0,14,0
MILWAUKEE - CITY OF MILWAUKEE WARD 157,15877.339499527448,1513,91,81,1297,16,1,1,8,18,944,34,56,828,16,1,0,5,4
MILWAUKEE - CITY OF MILWAUKEE WARD 158,17753.05451294548,2319,122,1691,111,347,14,3,30,1,2267,114,1675,110,324,10,3,30,1
MILWAUKEE - CITY OF MILWAUKEE WARD 159,11905.39481748142,1182,97,139,898,18,9,0,7,14,818,56,133,605,13,6,0,2,3
MILWAUKEE - CITY OF MILWAUKEE WARD 16,5812.480078159119,3077,140,419,2191,263,22,0,13,29,2234,103,388,1536,167,14,0,13,13
MILWAUKEE - CITY OF MILWAUKEE WARD 160,8832.724498048296,1278,90,370,760,23,5,0,21,9,951,62,314,540,20,4,0,11,0
MILWAUKEE - CITY OF MILWAUKEE WARD 161,10740.167803998873,1423,151,451,660,105,32,0,12,12,1004,78,394,414,76,25,0,11,6
MILWAUKEE - CITY OF MILWAUKEE WARD 162,20101.225782418627,2551,173,1998,205,131,21,3,7,13,2463,152,1953,195,127,21,2,5,8
MILWAUKEE - CITY OF MILWAUKEE WARD 163,10174.00913881626,1100,88,701,257,25,9,0,9,11,907,55,636,180,20,8,0,2,6
MILWAUKEE - CITY OF MILWAUKEE WARD 164,10266.554641569728,2852,220,2061,418,81,31,0,23,18,2265,155,1730,271,54,26,0,19,10
MILWAUKEE - CITY OF MILWAUKEE WARD 165,4687.781706377604,1791,109,84,1353,205,4,1,15,20,1132,75,71,846,112,1,1,15,11
MILWAUKEE - CITY OF MILWAUKEE WARD 166,11110.503027772342,1511,66,38,752,620,10,1,15,9,922,30,38,466,376,6,1,4,1
MILWAUKEE - CITY OF MILWAUKEE WARD 167,12789.4873265075,946,65,22,312,526,4,0,4,13,582,36,18,196,327,1,0,0,4
MILWAUKEE - CITY OF MILWAUKEE WARD 168,11029.509578289028,1308,128,30,944,172,4,0,7,23,813,76,26,567,126,3,0,1,14
MILWAUKEE - CITY OF MILWAUKEE WARD 169,8240.543233728089,1410,155,22,1057,139,3,0,8,26,933,100,16,712,79,3,0,7,16
MILWAUKEE - CITY OF MILWAUKEE WARD 17,2200.147952573123,1249,106,287,724,81,9,1,13,28,928,60,259,526,48,7,1,11,16
MILWAUKEE - CITY OF MILWAUKEE WARD 170,5740.627138566938,1527,74,40,1222,149,2,0,14,26,1002,49,35,785,105,2,0,7,19
MILWAUKEE - CITY OF MILWAUKEE WARD 171,7200.041752370627,1241,102,225,853,18,12,1,14,16,925,67,204,607,18,10,0,14,5
MILWAUKEE - CITY OF MILWAUKEE WARD 172,5949.543623856196,1938,92,121,1662,24,6,0,6,27,1262,57,106,1048,22,5,0,6,18
MILWAUKEE - CITY OF MILWAUKEE WARD 173,11515.50937328946,3229,330,2082,643,92,42,1,19,20,2828,258,1972,456,79,33,0,17,13
MILWAUKEE - CITY OF MILWAUKEE WARD 174,21562.949561446,2795,168,2211,201,144,30,2,31,8,2672,152,2139,179,137,30,2,29,4
MILWAUKEE - CITY OF MILWAUKEE WARD 175,24086.067508846183,2891,220,2062,374,145,25,0,47,18,2776,197,1993,365,139,24,0,43,15
MILWAUKEE - CITY OF MILWAUKEE WARD 176,11882.590463947068,2160,142,1679,154,120,11,1,43,10,2052,128,1608,148,110,10,1,37,10
MILWAUKEE - CITY OF MILWAUKEE WARD 177,6519.816419365712,2446,92,2035,122,152,11,0,31,3,2385,74,2011,118,143,7,0,31,1
MILWAUKEE - CITY OF MILWAUKEE WARD 178,30089.37681299708,2122,119,1511,316,129,11,1,22,13,2087,116,1492,306,127,11,1,21,13
MILWAUKEE - CITY OF MILWAUKEE WARD 179,15978.978731582383,1431,118,1129,83,70,9,0,11,11,1361,101,1093,76,68,9,0,6,8
MILWAUKEE - CITY OF MILWAUKEE WARD 18,1997.3075082080404,1889,116,362,1226,134,15,0,6,30,1357,80,323,840,82,14,0,4,14
MILWAUKEE - CITY OF MILWAUKEE WARD 180,28646.352804240945,2782,205,1983,323,162,21,7,62,19,2736,194,1968,313,158,21,7,62,13
MILWAUKEE - CITY OF MILWAUKEE WARD 181,36550.753032508605,1789,114,1414,89,121,15,1,27,8,1742,109,1392,89,110,12,1,22,7
MILWAUKEE - CITY OF MILWAUKEE WARD 182,12061.508548062626,1505,79,1293,49,55,16,1,8,4,1472,75,1268,47,55,15,0,8,4
MILWAUKEE - CITY OF MILWAUKEE WARD 183,6146.79256165221,1655,151,1102,238,103,18,3,22,18,1562,139,1093,182,99,15,3,21,10
MILWAUKEE - CITY OF MILWAUKEE WARD 184,7538.28147188896,1394,86,907,286,86,9,0,16,4,1301,79,875,240,83,6,0,16,2
MILWAUKEE - CITY OF MILWAUKEE WARD 185,6779.5742223353855,1008,93,631,150,75,22,0,30,7,954,86,618,124,71,19,0,30,6
MILWAUKEE - CITY OF MILWAUKEE WARD 186,10804.61202509969,3477,344,2076,741,268,26,1,16,5,3409,327,2060,726,251,25,1,14,5
MILWAUKEE - CITY OF MILWAUKEE WARD 187,42338.165545530486,3767,359,2631,313,365,23,7,54,15,3641,341,2606,263,353,17,7,44,10
MILWAUKEE - CITY OF MILWAUKEE WARD 188,8861.446293771824,1705,181,152,1240,96,15,0,6,15,1234,124,143,862,77,13,0,3,12
MILWAUKEE - CITY OF MILWAUKEE WARD 189,10324.651140787482,1689,172,197,957,303,9,4,3,44,1102,106,184,567,212,6,1,0,26
MILWAUKEE - CITY OF MILWAUKEE WARD 19,3600.2380213426068,2016,99,212,1524,135,16,2,7,21,1202,56,189,843,87,10,2,2,13
MILWAUKEE - CITY OF MILWAUKEE WARD 190,16275.150290932512,1373,132,381,737,97,7,1,5,13,1169,117,357,590,88,6,1,5,5
MILWAUKEE - CITY OF MILWAUKEE WARD 191,11156.04281269581,1069,124,103,773,45,9,1,7,7,849,86,97,615,30,9,1,7,4
MILWAUKEE - CITY OF MILWAUKEE WARD 192,7026.315072425598,745,102,217,337,53,10,1,16,9,657,93,211,276,45,10,1,14,7
MILWAUKEE - CITY OF MILWAUKEE WARD 193,12379.827035562668,2643,489,293,1606,168,30,3,22,32,1899,315,257,1133,138,18,1,22,15
MILWAUKEE - CITY OF MILWAUKEE WARD 194,17103.386275262757,2172,319,379,1336,39,50,2,16,31,1775,235,341,1098,31,39,2,16,13
MILWAUKEE - CITY OF MILWAUKEE WARD 195,14494.838605971396,1571,102,286,1113,24,27,3,6,10,1276,66,258,916,14,6,2,6,8
MILWAUKEE - CITY OF MILWAUKEE WARD 196,10524.238710034364,907,69,143,571,107,3,0,1,13,583,30,129,365,50,2,0,0,7
MILWAUKEE - CITY OF MILWAUKEE WARD 197,3614.27933494691,1070,152,169,557,148,10,0,9,25,806,102,149,437,96,4,0,6,12
MILWAUKEE - CITY OF MILWAUKEE WARD 198,6041.427937773949,1527,155,577,587,145,27,2,16,18,1204,109,518,428,96,25,2,15,11
MILWAUKEE - CITY OF MILWAUKEE WARD 199,6430.378308125034,2513,206,1718,445,64,29,3,29,19,2030,137,1462,317,51,28,3,24,8
MILWAUKEE - CITY OF MILWAUKEE WARD 2,21121.016938606685,1638,251,72,1282,8,1,0,22,2,899,134,71,678,4,1,0,11,0
MILWAUKEE - CITY OF MILWAUKEE WARD 20,4531.485437753885,2125,128,266,1633,41,6,0,15,36,1524,95,232,1126,30,3,0,14,24
MILWAUKEE - CITY OF MILWAUKEE WARD 200,3917.392266914864,1200,91,874,134,47,26,0,22,6,1005,51,786,97,34,24,0,12,1
MILWAUKEE - CITY OF MILWAUKEE WARD 201,2621.448435981478,1005,76,798,68,31,20,0,9,3,819,53,665,55,25,13,0,5,3
MILWAUKEE - CITY OF MILWAUKEE WARD 202,6186.0573541374715,1344,202,914,155,25,28,2,13,5,1115,143,822,106,16,19,2,7,0
MILWAUKEE - CITY OF MILWAUKEE WARD 203,8236.319827781554,1505,164,1010,199,45,49,1,31,6,1195,108,880,116,33,31,1,22,4
MILWAUKEE - CITY OF MILWAUKEE WARD 204,3428.3190758866667,1395,137,1072,98,40,5,6,25,12,1193,96,967,67,36,0,3,20,4
MILWAUKEE - CITY OF MILWAUKEE WARD 205,8782.19093224358,1473,122,1157,77,66,18,4,14,15,1337,93,1078,61,59,16,4,12,14
MILWAUKEE - CITY OF MILWAUKEE WARD 206,1797.685124005189,1579,204,1001,233,67,26,0,40,8,1282,131,887,147,54,21,0,38,4
MILWAUKEE - CITY OF MILWAUKEE WARD 207,7410.385253935443,1891,590,1037,158,31,51,1,10,13,1421,360,885,95,22,40,0,10,9
MILWAUKEE - CITY OF MILWAUKEE WARD 208,2336.1967943813756,1983,512,1031,291,60,42,0,21,26,1522,322,919,176,42,32,0,15,16
MILWAUKEE - CITY OF MILWAUKEE WARD 209,4486.34820135352,1002,190,336,318,85,24,2,8,39,765,134,318,215,54,17,2,5,20
MILWAUKEE - CITY OF MILWAUKEE WARD 21,3520.931590555657,1099,25,96,912,31,6,0,9,20,739,20,88,580,26,6,0,5,14
MILWAUKEE - CITY OF MILWAUKEE WARD 210,17031.80882523789,1629,1006,224,261,91,26,2,7,12,1072,638,189,141,66,21,2,5,10
MILWAUKEE - CITY OF MILWAUKEE WARD 211,23185.48902741533,1300,890,205,96,78,14,1,9,7,909,595,173,52,63,13,0,6,7
MILWAUKEE - CITY OF MILWAUKEE WARD 212,8973.526872214645,2401,1824,341,72,127,9,0,18,10,1674,1202,299,49,97,7,0,15,5
MILWAUKEE - CITY OF MILWAUKEE WARD 213,15386.797350350294,3176,2620,334,101,82,18,2,9,10,2095,1665,290,56,55,17,2,6,4
MILWAUKEE - CITY OF MILWAUKEE WARD 214,19775.749635029784,1890,1422,258,102,66,28,0,6,8,1294,908,232,68,52,25,0,5,4
MILWAUKEE - CITY OF MILWAUKEE WARD 215,17581.62277928285,1948,1516,264,57,69,26,0,4,12,1372,1020,216,40,64,19,0,3,10
MILWAUKEE - CITY OF MILWAUKEE WARD 216,17625.942309753274,3615,2493,713,221,116,42,1,19,10,2562,1622,655,147,82,34,1,14,7
MILWAUKEE - CITY OF MILWAUKEE WARD 217,21340.8734670138,2860,2065,298,261,159,35,2,24,16,1905,1315,261,170,101,32,2,13,11
MILWAUKEE - CITY OF MILWAUKEE WARD 218,20245.29007282428,2931,2257,398,132,99,28,2,6,9,1914,1418,327,72,69,19,2,4,3
MILWAUKEE - CITY OF MILWAUKEE WARD 219,19550.70789644941,2261,1646,314,179,57,42,1,12,10,1542,1073,280,115,38,26,0,3,7
MILWAUKEE - CITY OF MILWAUKEE WARD 22,8949.751208852125,1857,86,205,1500,33,7,0,7,19,1287,59,198,985,26,5,0,5,9
MILWAUKEE - CITY OF MILWAUKEE WARD 220,23663.955323412407,2751,2010,251,277,158,21,0,19,15,1732,1268,207,135,91,14,0,8,9
MILWAUKEE - CITY OF MILWAUKEE WARD 221,21983.84821105249,1360,986,149,140,50,22,0,4,9,887,608,122,94,37,16,0,3,7
MILWAUKEE - CITY OF MILWAUKEE WARD 222,2770.331099519388,2624,1433,379,664,65,27,6,26,24,2036,1008,363,545,52,24,5,20,19
MILWAUKEE - CITY OF MILWAUKEE WARD 223,2841.8166157761357,1207,447,496,160,42,25,1,17,19,991,323,459,117,39,25,0,17,11
MILWAUKEE - CITY OF MILWAUKEE WARD 224,19937.99145940062,2010,1519,172,174,96,22,1,16,10,1324,991,133,106,58,17,1,12,6
MILWAUKEE - CITY OF MILWAUKEE WARD 225,20105.451701669623,3384,2528,323,353,120,18,0,15,27,2263,1668,268,224,65,13,0,10,15
MILWAUKEE - CITY OF MILWAUKEE WARD 226,17811.43782303488,1787,1423,108,156,74,13,0,8,5,1109,851,99,105,45,5,0,2,2
MILWAUKEE - CITY OF MILWAUKEE WARD 227,23981.183570912846,1601,1225,127,143,78,14,2,9,3,1063,809,103,87,41,11,2,8,2
MILWAUKEE - CITY OF MILWAUKEE WARD 228,19173.08415260239,2076,1681,177,144,52,12,1,4,5,1352,1052,144,108,32,9,1,3,3
MILWAUKEE - CITY OF MILWAUKEE WARD 229,8489.067605308512,1245,790,237,167,10,17,1,15,8,921,557,222,105,6,15,0,9,7
MILWAUKEE - CITY OF MILWAUKEE WARD 23,1672.9133031692213,1401,71,81,1189,32,0,0,5,23,885,32,78,746,11,0,0,5,13
MILWAUKEE - CITY OF MILWAUKEE WARD 230,5164.501863957554,2183,195,1653,203,88,20,0,13,11,2030,163,1605,137,85,20,0,13,7
MILWAUKEE - CITY OF MILWAUKEE WARD 231,16438.6051742584,1970,1487,163,238,38,28,0,11,5,1407,1017,151,181,24,26,0,3,5
MILWAUKEE - CITY OF MILWAUKEE WARD 232,18852.52712214593,3128,2327,262,423,56,39,0,7,14,2173,1550,232,305,36,34,0,3,13
MILWAUKEE - CITY OF MILWAUKEE WARD 233,15263.736446782445,2547,2004,174,208,111,15,0,15,20,1677,1302,158,119,72,10,0,4,12
MILWAUKEE - CITY OF MILWAUKEE WARD 234,18895.811911669152,1756,1320,178,144,55,26,0,7,26,1188,861,147,102,33,23,0,7,15
MILWAUKEE - CITY OF MILWAUKEE WARD 235,7430.906582610514,1401,837,309,195,37,4,0,11,8,985,565,283,102,20,3,0,7,5
MILWAUKEE - CITY OF MILWAUKEE WARD 236,2442.9516821131147,1991,301,1493,65,75,34,0,19,4,1794,246,1393,50,55,30,0,19,1
MILWAUKEE - CITY OF MILWAUKEE WARD 237,5948.830843024198,1361,217,994,41,45,36,1,11,16,1176,139,920,31,38,31,1,11,5
MILWAUKEE - CITY OF MILWAUKEE WARD 238,7827.530392165793,1406,117,1191,16,28,27,0,24,3,1216,77,1072,10,21,17,0,18,1
MILWAUKEE - CITY OF MILWAUKEE WARD 239,7712.595023426947,2188,191,1808,78,62,22,2,21,4,1854,144,1584,51,41,18,2,13,1
MILWAUKEE - CITY OF MILWAUKEE WARD 24,4290.478677355012,1071,37,28,768,234,1,1,1,1,638,10,27,460,138,1,0,1,1
MILWAUKEE - CITY OF MILWAUKEE WARD 240,5299.227219189705,1781,173,1436,43,37,49,1,36,6,1515,133,1269,17,30,35,1,29,1
MILWAUKEE - CITY OF MILWAUKEE WARD 241,12498.008120601786,1974,320,1435,100,60,30,4,22,3,1700,233,1288,73,56,25,4,20,1
MILWAUKEE - CITY OF MILWAUKEE WARD 242,8865.582837976639,2335,1586,402,190,102,23,3,13,16,1581,1039,334,118,53,17,2,8,10
MILWAUKEE - CITY OF MILWAUKEE WARD 243,12230.595433015362,2132,1485,297,149,148,26,5,12,10,1438,941,270,98,91,19,5,6,8
